name,rate,term_months,min_amount,can_replenish,currency,payout_mode
Выражаться,19.71,24,50000,True,USD,end
Освобождение,16.52,6,50000,False,RUB,end
Блин,24.17,36,10000,False,USD,monthly
Полоска,6.51,12,500000,False,USD,end
Палка,17.69,36,100000,True,RUB,end
Остановить,20.58,6,100000,False,USD,monthly
Мимо,13.61,36,50000,True,RUB,monthly
Деловой,17.25,12,100000,True,USD,end
Радость,24.3,12,100000,False,USD,end
Зарплата,23.05,36,100000,True,USD,monthly
Пища,17.37,6,500000,False,EUR,end
Эффект,21.41,60,500000,True,RUB,end
Спичка,10.33,6,100000,True,RUB,monthly
Металл,18.6,36,10000,False,EUR,end
Правление,18.37,12,50000,True,USD,end
Горький,22.44,36,10000,False,RUB,monthly
Второй,22.16,60,50000,True,EUR,end
Даль,8.0,60,50000,False,USD,monthly
Командир,17.46,36,500000,True,USD,end
Угол,9.67,60,10000,False,USD,monthly
Приходить,16.86,60,10000,False,RUB,monthly
Намерение,19.12,60,10000,True,EUR,end
Желание,10.95,24,50000,False,RUB,monthly
Спешить,12.68,12,10000,True,USD,end
Бочок,18.75,60,100000,False,RUB,monthly
Потрясти,7.68,60,100000,True,USD,monthly
Прошептать,6.46,36,10000,True,RUB,end
Чувство,21.66,60,100000,False,RUB,end
Витрина,12.2,6,500000,False,USD,end
Естественный,17.74,36,10000,True,RUB,monthly
Монета,19.23,24,50000,False,USD,monthly
Изучить,9.87,6,500000,True,EUR,end
Возмутиться,5.51,6,10000,False,EUR,end
Социалистический,18.95,6,500000,True,RUB,end
Низкий,24.8,60,50000,True,EUR,monthly
Ребятишки,16.69,6,50000,False,USD,end
Хозяйка,5.39,24,100000,False,USD,monthly
Бровь,5.65,24,500000,False,EUR,monthly
Бабочка,21.23,6,100000,False,RUB,monthly
Заявление,15.1,24,50000,True,EUR,monthly
Неправда,9.7,36,100000,False,EUR,end
Важный,18.43,36,50000,True,RUB,end
Провал,21.84,36,100000,False,RUB,monthly
Намерение,14.32,12,100000,True,RUB,monthly
Забирать,6.96,60,10000,True,EUR,monthly
Нервно,20.74,12,10000,True,USD,monthly
Легко,10.08,36,50000,True,USD,monthly
Тусклый,22.58,12,10000,False,USD,monthly
Ныне,10.83,36,50000,False,EUR,monthly
Ручей,15.7,36,100000,True,USD,end
Ученый,19.84,60,500000,True,RUB,end
Отдел,13.17,24,50000,False,USD,end
Некоторый,11.54,6,50000,False,USD,monthly
Пробовать,13.14,60,10000,True,USD,end
Пространство,9.98,24,100000,False,USD,monthly
Изучить,8.87,6,500000,False,EUR,monthly
Стакан,17.18,12,100000,False,RUB,monthly
Мера,20.48,6,100000,True,RUB,end
Рай,20.46,24,100000,False,USD,monthly
Спичка,24.44,12,500000,True,RUB,end
Тусклый,11.26,6,500000,False,EUR,end
Район,9.8,60,50000,False,USD,monthly
Коллектив,24.87,24,100000,True,EUR,end
Анализ,19.46,6,10000,False,RUB,end
Соответствие,17.55,6,50000,True,USD,end
Помолчать,23.32,24,10000,False,USD,end
Плавно,18.54,12,10000,True,EUR,monthly
Палец,9.62,36,10000,True,EUR,end
Командующий,23.02,12,500000,False,EUR,monthly
Монета,21.64,12,100000,False,EUR,monthly
Рота,8.46,12,500000,True,EUR,monthly
Триста,19.08,24,500000,False,RUB,monthly
Присесть,7.94,60,50000,True,EUR,monthly
Вчера,12.74,36,500000,True,EUR,monthly
Около,14.62,24,10000,True,RUB,end
Мотоцикл,19.28,6,50000,False,RUB,end
Вряд,8.71,24,100000,False,RUB,monthly
Выкинуть,12.15,24,500000,False,EUR,monthly
Юный,5.69,60,500000,False,USD,monthly
Левый,16.21,6,500000,True,USD,end
Поставить,20.37,12,100000,True,EUR,monthly
Господь,17.43,24,100000,False,RUB,end
Космос,15.04,60,50000,True,EUR,end
Кидать,14.92,12,500000,True,RUB,end
Экзамен,23.51,12,50000,True,USD,monthly
Зеленый,20.48,24,50000,False,EUR,end
Князь,7.12,6,10000,False,USD,end
Коричневый,5.53,60,50000,True,EUR,monthly
Желание,20.99,6,10000,True,USD,end
Один,13.57,60,50000,False,EUR,end
Деловой,9.99,24,50000,True,EUR,monthly
Подземный,14.24,6,10000,False,EUR,end
Дремать,24.23,24,100000,True,EUR,monthly
Миг,22.53,12,100000,True,EUR,monthly
Ученый,8.9,24,100000,True,USD,monthly
Вздрогнуть,13.17,6,50000,True,EUR,monthly
Умирать,16.82,6,50000,False,RUB,monthly
Разводить,20.77,60,100000,True,RUB,monthly
Очко,5.98,6,10000,False,RUB,end
Спасть,17.23,24,10000,True,RUB,end
Покинуть,23.88,36,50000,True,USD,monthly
Штаб,14.16,36,10000,False,RUB,monthly
Материя,11.58,36,10000,False,EUR,end
Наступать,21.07,12,50000,True,USD,end
Беспомощный,17.51,12,50000,True,RUB,monthly
Посидеть,7.77,12,50000,True,RUB,monthly
Сопровождаться,15.2,36,100000,True,EUR,end
Витрина,11.87,6,50000,False,RUB,end
Ягода,10.53,60,50000,True,USD,end
Заложить,19.15,60,10000,True,USD,monthly
Песенка,14.07,24,100000,False,USD,monthly
Научить,22.12,24,500000,True,USD,end
Решетка,14.68,24,500000,True,EUR,monthly
Экзамен,9.99,12,500000,True,EUR,monthly
Совещание,14.98,12,500000,False,USD,monthly
Сверкающий,16.98,60,100000,True,USD,monthly
Другой,11.56,60,100000,False,EUR,monthly
Выражаться,20.91,36,50000,False,USD,end
Вообще,21.27,12,10000,True,USD,monthly
Прошептать,9.55,60,10000,False,EUR,monthly
Выкинуть,10.19,36,500000,True,USD,end
Валюта,6.86,12,100000,True,USD,monthly
Мелочь,9.66,24,500000,False,USD,monthly
Освободить,16.12,6,100000,False,RUB,end
Пропадать,22.79,36,10000,True,USD,monthly
Кожа,18.72,60,100000,True,RUB,end
Выразить,23.13,60,100000,False,EUR,monthly
Соответствие,22.0,24,500000,True,RUB,monthly
Покидать,19.4,12,100000,True,RUB,end
Отражение,6.3,12,100000,True,EUR,end
Перебивать,7.36,6,10000,False,USD,monthly
Отметить,5.55,36,100000,False,EUR,monthly
Тысяча,13.59,12,10000,False,EUR,monthly
Горький,13.29,36,50000,False,EUR,end
Успокоиться,8.32,24,100000,False,USD,monthly
Функция,5.5,12,50000,False,EUR,monthly
Прощение,23.99,6,100000,True,USD,end
Слишком,15.58,12,500000,False,RUB,monthly
Лететь,12.85,36,500000,True,RUB,end
Низкий,11.02,12,10000,True,RUB,end
Единый,20.95,12,500000,False,EUR,monthly
Вариант,13.61,36,100000,True,RUB,monthly
Салон,17.76,60,100000,True,EUR,end
Легко,21.31,6,50000,False,USD,monthly
Виднеться,13.84,24,100000,True,USD,end
Основание,14.77,12,10000,True,RUB,monthly
Мягкий,11.41,60,100000,True,USD,end
Кольцо,15.3,24,500000,True,USD,monthly
Порядок,9.55,12,10000,True,RUB,monthly
Вытаскивать,16.1,12,10000,False,EUR,monthly
Кпсс,9.1,6,50000,False,RUB,monthly
Ставить,5.18,60,100000,True,USD,monthly
Отдел,10.71,24,10000,False,RUB,monthly
Носок,15.36,24,100000,True,EUR,monthly
Секунда,9.38,12,50000,False,USD,monthly
Факультет,17.99,24,10000,True,RUB,monthly
Совет,13.16,6,100000,True,EUR,monthly
Бак,24.24,12,100000,False,RUB,monthly
Приятель,18.8,24,100000,False,EUR,monthly
Вариант,5.64,36,100000,False,EUR,end
Задержать,14.27,6,100000,True,RUB,end
Мера,18.39,36,10000,False,EUR,monthly
Ведь,17.12,12,500000,False,EUR,end
Беспомощный,19.61,6,100000,False,USD,end
Падать,12.14,60,10000,True,USD,monthly
Левый,20.62,36,500000,True,EUR,monthly
Непривычный,11.97,36,10000,True,RUB,monthly
Падаль,24.78,24,500000,True,RUB,end
Ломать,24.58,24,50000,True,EUR,monthly
Написать,17.41,6,100000,False,RUB,end
Зачем,20.06,24,100000,False,RUB,end
Эпоха,24.06,60,50000,True,RUB,monthly
Выбирать,14.66,24,50000,False,USD,monthly
Протягивать,13.87,36,100000,False,RUB,end
Пересечь,21.29,24,10000,True,RUB,end
Строительство,21.35,60,50000,False,RUB,monthly
Банда,6.49,12,500000,False,USD,end
Появление,10.68,24,50000,False,USD,end
Голубчик,19.87,12,10000,False,USD,end
Войти,22.9,12,50000,True,RUB,end
Школьный,15.36,24,10000,True,EUR,monthly
Металл,14.98,36,50000,True,RUB,end
Витрина,16.48,24,100000,False,RUB,monthly
Командование,23.21,6,500000,False,EUR,end
Совет,18.66,6,10000,True,RUB,end
Виднеться,22.95,12,100000,True,USD,end
Помимо,23.96,6,100000,False,RUB,monthly
Кидать,13.25,24,500000,True,USD,monthly
Народ,8.56,24,50000,True,EUR,end
Торговля,13.63,6,50000,False,EUR,monthly
Головка,24.13,24,10000,False,RUB,monthly
Миг,15.03,36,100000,False,EUR,end
Магазин,7.49,36,100000,True,USD,monthly
Мера,8.29,12,500000,False,RUB,end
Приятель,8.34,6,100000,False,EUR,end
Правый,18.75,60,10000,True,RUB,end
Спалить,21.02,36,50000,True,USD,monthly
Эффект,21.56,12,50000,False,EUR,end
Через,22.65,6,500000,False,EUR,monthly
Помимо,21.65,60,500000,True,USD,end
Крутой,22.01,24,100000,True,EUR,monthly
Куча,20.52,60,50000,False,RUB,monthly
Отдел,24.67,12,50000,True,EUR,end
Посидеть,8.1,12,100000,True,EUR,monthly
Казнь,14.41,24,500000,False,USD,end
Серьезный,9.61,12,10000,True,USD,monthly
Заплакать,24.42,12,50000,False,RUB,end
Спалить,20.16,36,500000,True,RUB,end
Костер,14.91,12,100000,True,EUR,end
Ночь,11.61,6,100000,False,USD,monthly
Сверкать,9.83,36,50000,True,EUR,end
Выгнать,10.76,36,100000,True,RUB,monthly
Медицина,18.98,60,100000,True,USD,monthly
Лететь,19.94,12,10000,True,USD,end
Какой,15.64,60,50000,True,USD,monthly
Ученый,17.44,6,50000,False,USD,end
Построить,23.18,60,50000,False,EUR,end
Место,15.39,36,100000,False,EUR,monthly
Что,20.79,12,50000,True,EUR,monthly
Наступать,22.89,6,50000,True,RUB,end
Палата,12.94,24,50000,False,EUR,end
Дремать,7.48,36,10000,False,USD,monthly
Налево,20.72,6,100000,False,RUB,monthly
Угроза,15.89,12,100000,True,USD,monthly
Белье,5.43,6,100000,True,USD,monthly
Уничтожение,23.64,60,10000,False,RUB,monthly
Снимать,15.88,24,50000,True,RUB,monthly
Поговорить,16.91,60,500000,False,USD,monthly
Другой,19.27,36,500000,False,EUR,monthly
Багровый,6.6,36,50000,True,EUR,end
Видимо,13.03,12,500000,True,USD,monthly
Отражение,24.74,6,100000,False,EUR,end
Находить,11.08,60,10000,False,EUR,end
Магазин,23.26,60,10000,True,USD,end
Сверкающий,9.46,36,500000,True,RUB,monthly
Скрытый,13.19,36,500000,False,EUR,monthly
Спасть,23.5,36,10000,True,RUB,end
Неправда,23.4,12,50000,True,EUR,monthly
Тюрьма,11.69,36,10000,False,RUB,monthly
Пламя,17.29,6,500000,True,EUR,end
Умирать,18.49,60,50000,True,EUR,end
Успокоиться,17.14,12,100000,True,EUR,monthly
Слать,22.4,60,10000,True,EUR,monthly
Способ,24.67,24,100000,False,RUB,end
Вздрагивать,23.74,6,50000,True,EUR,end
Порядок,16.58,36,500000,False,RUB,monthly
Написать,24.14,36,50000,False,RUB,monthly
Самостоятельно,8.04,36,50000,True,USD,end
Заработать,19.79,6,100000,False,RUB,monthly
Покидать,21.14,60,500000,True,RUB,monthly
Поставить,6.82,12,500000,False,RUB,monthly
Порядок,9.39,60,500000,True,EUR,monthly
Мрачно,12.06,36,10000,False,USD,monthly
Оборот,21.96,24,100000,True,USD,end
Снимать,16.01,6,10000,True,EUR,monthly
Пропаганда,23.91,12,100000,False,USD,monthly
Ребятишки,16.97,12,500000,False,EUR,monthly
Посвятить,24.5,24,100000,True,EUR,monthly
Иной,17.61,6,50000,True,EUR,monthly
Полевой,13.29,6,10000,False,USD,monthly
Очутиться,11.29,6,10000,True,RUB,end
Запретить,18.49,60,50000,True,RUB,monthly
Теория,22.92,6,10000,True,RUB,end
Миг,21.65,6,500000,True,USD,end
Построить,9.4,60,100000,False,USD,end
Сверкающий,12.48,12,10000,True,USD,monthly
Голубчик,13.38,24,10000,False,USD,monthly
Мелькнуть,6.84,36,50000,False,USD,monthly
Невыносимый,14.96,6,500000,True,RUB,monthly
Мусор,17.31,12,100000,True,USD,monthly
Привлекать,14.77,60,500000,True,RUB,end
Выразить,12.42,6,50000,True,USD,end
Тесно,17.54,24,500000,False,RUB,monthly
Бабочка,16.93,36,100000,True,USD,monthly
Плясать,20.38,12,100000,False,USD,monthly
Господь,8.68,6,500000,True,EUR,end
Лететь,9.16,60,500000,True,USD,end
Деньги,6.39,60,10000,False,EUR,end
Задрать,7.52,60,500000,False,RUB,end
Нож,13.34,60,50000,True,USD,monthly
Зеленый,10.39,12,500000,True,EUR,end
Потом,24.4,60,50000,True,USD,monthly
Сходить,22.27,6,10000,True,EUR,end
Спорт,22.49,24,500000,True,EUR,end
Кожа,5.16,6,10000,False,EUR,monthly
Дружно,9.99,60,100000,False,RUB,end
Выдержать,22.85,24,500000,False,RUB,end
Следовательно,19.28,24,10000,True,USD,monthly
Заложить,13.68,60,50000,True,RUB,end
Выраженный,6.29,60,10000,False,RUB,monthly
Анализ,20.21,6,10000,True,EUR,monthly
Место,8.7,6,50000,False,RUB,end
Означать,8.11,60,10000,False,USD,end
Рота,17.95,12,10000,True,RUB,end
Магазин,11.73,60,500000,False,USD,end
Промолчать,14.51,60,500000,False,RUB,monthly
Бак,13.64,60,100000,False,RUB,end
Нажать,8.89,24,10000,False,RUB,end
Сохранять,20.46,6,100000,False,RUB,end
Желание,12.37,60,100000,False,EUR,end
Приличный,22.35,12,50000,True,USD,end
Налоговый,14.75,60,10000,False,EUR,end
Кольцо,19.91,60,500000,False,RUB,end
Прощение,11.85,6,50000,False,USD,monthly
Тусклый,9.85,60,10000,True,EUR,monthly
Природа,11.87,24,500000,False,RUB,monthly
Полевой,21.0,24,10000,False,USD,end
Правый,13.11,60,500000,True,USD,end
Вообще,8.02,12,100000,True,EUR,end
Цель,18.32,36,50000,False,RUB,end
Вперед,6.51,6,10000,True,EUR,monthly
Сходить,20.47,60,10000,False,RUB,end
Ленинград,17.46,60,50000,False,RUB,end
Вытаскивать,24.72,12,50000,False,EUR,end
Штаб,19.95,12,10000,True,RUB,monthly
Салон,23.88,60,10000,True,RUB,monthly
Засунуть,20.01,24,10000,True,USD,monthly
Тяжелый,8.35,60,10000,False,EUR,monthly
Новый,14.85,36,10000,False,USD,monthly
Горький,18.27,60,500000,False,EUR,end
Умолять,17.76,36,100000,True,RUB,monthly
Анализ,15.29,60,100000,False,EUR,end
Роскошный,6.89,12,100000,True,USD,monthly
Тесно,16.95,6,100000,True,EUR,monthly
Юный,18.91,36,10000,False,EUR,end
Адвокат,20.56,24,50000,False,USD,end
Витрина,24.33,24,10000,True,USD,end
Ложиться,20.2,6,100000,False,USD,monthly
Выдержать,10.76,12,50000,True,RUB,end
Художественный,17.6,36,100000,True,RUB,end
Потрясти,5.43,24,500000,True,EUR,end
Товар,23.67,36,10000,True,EUR,end
Премьера,14.57,12,10000,True,USD,monthly
Очко,9.31,60,500000,True,EUR,monthly
Карандаш,18.78,12,100000,True,EUR,monthly
Исполнять,5.97,36,100000,False,EUR,monthly
Задержать,16.08,36,100000,False,EUR,end
Заработать,15.9,36,50000,False,USD,end
Да,18.83,60,50000,True,USD,end
Скрытый,5.85,36,100000,False,RUB,end
Намерение,13.8,60,100000,True,RUB,monthly
Естественный,10.99,24,50000,True,RUB,monthly
Каюта,9.23,6,100000,False,USD,end
Помолчать,6.64,60,50000,True,EUR,monthly
Изменение,21.0,6,10000,True,USD,monthly
Смелый,7.89,12,50000,False,EUR,end
Интеллектуальный,9.54,24,500000,True,USD,end
Решетка,15.09,36,10000,True,RUB,end
Горький,16.08,36,500000,True,RUB,end
Некоторый,23.29,6,100000,False,RUB,end
Основание,18.06,12,50000,False,RUB,end
Набор,22.62,24,100000,False,EUR,monthly
Инструкция,18.33,24,50000,False,USD,monthly
Порядок,19.15,60,50000,True,EUR,end
Мучительно,20.66,12,500000,True,EUR,monthly
Призыв,8.92,6,50000,False,EUR,end
Изображать,5.23,24,100000,True,EUR,monthly
Сустав,13.14,36,500000,False,EUR,end
Банда,19.81,12,10000,False,USD,monthly
Дыхание,9.88,24,500000,True,RUB,end
Мгновение,14.12,36,100000,False,EUR,monthly
Отражение,7.24,36,50000,True,RUB,monthly
Прошептать,16.94,24,500000,False,EUR,monthly
Печатать,22.02,36,500000,True,EUR,end
Пища,23.97,12,50000,False,EUR,end
Головка,23.51,12,50000,True,EUR,monthly
Плавно,19.52,12,500000,True,RUB,end
Коммунизм,16.92,24,100000,True,EUR,end
Эффект,9.22,6,50000,False,RUB,end
Поздравлять,16.51,36,500000,True,EUR,monthly
Выраженный,5.6,24,500000,True,EUR,monthly
Сомнительный,8.82,6,100000,True,EUR,monthly
Бригада,11.66,60,500000,True,RUB,end
Выраженный,22.7,12,50000,False,EUR,monthly
Набор,17.9,12,50000,True,EUR,end
Умолять,6.49,12,10000,True,RUB,end
Единый,19.78,36,100000,False,USD,end
Издали,22.56,36,50000,False,EUR,end
Товар,12.57,24,50000,True,USD,end
Ягода,11.4,24,10000,False,EUR,monthly
Передо,22.13,12,100000,False,USD,monthly
Парень,19.6,60,100000,False,USD,monthly
Манера,10.44,24,50000,True,RUB,monthly
Строительство,8.11,6,10000,True,RUB,monthly
Салон,24.49,6,10000,False,USD,monthly
Тусклый,13.94,60,50000,False,RUB,monthly
Светило,8.23,12,500000,True,USD,monthly
Опасность,13.3,36,500000,False,USD,end
Результат,19.89,36,10000,False,RUB,monthly
Скрытый,22.18,60,50000,True,EUR,end
Природа,9.58,60,100000,True,USD,end
Какой,17.77,24,500000,False,EUR,end
Кпсс,14.2,6,10000,False,EUR,end
Легко,9.29,60,100000,True,RUB,end
Провал,13.5,6,50000,False,RUB,monthly
Картинка,13.61,60,10000,False,EUR,monthly
Правый,24.93,36,500000,True,USD,end
Конструкция,7.55,60,10000,True,USD,monthly
Руководитель,12.25,36,50000,True,USD,monthly
Второй,22.88,24,500000,False,USD,end
Место,13.33,60,10000,False,USD,monthly
Помимо,19.56,12,100000,True,RUB,end
Близко,20.24,6,100000,True,USD,end
Инфекция,20.07,36,50000,False,EUR,monthly
Мелочь,15.98,24,10000,False,EUR,end
Миф,22.95,36,100000,False,USD,monthly
Снимать,19.6,60,10000,False,RUB,end
Процесс,6.94,24,500000,True,RUB,monthly
Сверкать,23.36,60,50000,True,USD,monthly
Аж,14.37,60,10000,False,RUB,end
Рай,20.05,6,50000,True,RUB,monthly
Забирать,15.9,60,100000,False,USD,end
Жить,6.49,60,10000,True,USD,end
Уронить,5.65,60,100000,False,RUB,end
Дошлый,6.2,12,50000,False,USD,end
Госпожа,22.23,36,500000,True,USD,end
Товар,12.12,6,500000,False,RUB,monthly
Выражение,11.17,6,50000,True,EUR,monthly
Настать,23.68,6,500000,False,RUB,end
Да,15.08,12,50000,True,USD,end
Тюрьма,17.42,6,10000,False,RUB,monthly
Тревога,15.02,6,500000,True,RUB,monthly
Умолять,15.19,60,100000,False,USD,monthly
Конференция,8.53,6,100000,True,RUB,end
Новый,16.6,60,100000,True,EUR,monthly
Сверкать,9.99,36,500000,True,EUR,end
Оборот,23.21,60,500000,False,USD,end
Волк,12.54,60,100000,False,EUR,monthly
Смертельный,15.79,12,50000,True,EUR,monthly
Экзамен,11.49,36,100000,False,USD,end
Песенка,5.45,60,500000,True,USD,monthly
Низкий,10.21,12,10000,False,RUB,monthly
Рабочий,8.36,60,100000,False,EUR,monthly
Скользить,16.25,24,10000,False,RUB,end
Фонарик,17.34,12,10000,False,RUB,monthly
Посвятить,18.2,24,500000,False,RUB,end
Мимо,24.96,6,500000,True,EUR,monthly
Дошлый,18.83,36,500000,False,USD,monthly
Пространство,22.72,6,500000,False,EUR,end
Отъезд,16.96,6,50000,True,USD,monthly
Тревога,21.99,24,500000,True,USD,end
Устройство,21.57,12,500000,False,EUR,monthly
Человечек,19.37,6,100000,False,USD,monthly
Успокоиться,5.12,6,100000,False,EUR,end
Растеряться,12.63,36,10000,True,RUB,monthly
Решение,15.33,12,50000,True,RUB,end
Помимо,15.95,24,500000,True,USD,monthly
Нервно,8.42,60,50000,True,RUB,monthly
Счастье,15.69,6,10000,True,EUR,monthly
Багровый,17.58,6,10000,False,EUR,end
Жестокий,19.72,12,100000,True,USD,monthly
Теория,7.68,6,500000,False,EUR,end
Деньги,13.3,6,50000,False,RUB,monthly
Торговля,12.58,36,10000,True,EUR,end
Уронить,18.17,36,10000,False,USD,end
Господь,5.45,36,50000,False,RUB,monthly
Банда,15.92,6,10000,True,RUB,end
Выдержать,7.66,60,50000,True,USD,monthly
Разуметься,15.97,60,10000,True,USD,end
Направо,5.89,24,100000,True,RUB,monthly
Горький,24.22,24,50000,False,EUR,end
Вариант,13.06,6,100000,False,RUB,monthly
Успокоиться,21.66,6,10000,True,USD,monthly
Свежий,21.79,36,50000,True,USD,end
Ремень,13.15,6,100000,True,RUB,monthly
Какой,6.77,12,100000,True,USD,end
Господь,18.87,36,100000,True,EUR,end
Терапия,24.81,60,10000,True,EUR,end
Шлем,20.81,6,500000,False,EUR,monthly
Назначить,10.92,60,50000,False,EUR,end
Слать,24.72,6,50000,False,USD,end
Горький,20.29,24,500000,True,RUB,monthly
Заявление,13.02,60,100000,True,RUB,monthly
Кольцо,19.33,24,10000,True,USD,end
Набор,13.83,24,500000,True,USD,monthly
Цвет,23.77,24,100000,True,USD,monthly
Порт,22.19,60,100000,False,USD,end
Ложиться,13.75,24,50000,False,EUR,end
Возбуждение,15.39,60,100000,True,USD,end
Налево,14.6,12,50000,True,USD,end
Прелесть,16.49,12,50000,True,EUR,monthly
Термин,6.73,12,500000,False,EUR,monthly
Угроза,8.46,6,50000,False,RUB,monthly
Освободить,21.37,12,10000,True,USD,end
Низкий,7.19,24,50000,True,USD,monthly
Граница,11.79,24,10000,False,RUB,monthly
Солнце,22.07,36,500000,True,USD,monthly
Пасть,21.58,36,500000,False,RUB,monthly
Виднеться,24.59,36,10000,False,EUR,end
Металл,9.02,24,100000,False,USD,monthly
Сынок,7.24,6,500000,True,USD,monthly
Изменение,24.0,6,500000,True,RUB,end
Банда,5.85,6,50000,False,USD,monthly
Перебивать,19.16,36,10000,False,RUB,end
Сходить,5.31,24,500000,True,EUR,monthly
Кожа,10.06,6,500000,True,RUB,monthly
Военный,16.6,24,10000,True,EUR,monthly
Разуметься,7.15,24,100000,True,RUB,monthly
Привлекать,23.8,36,50000,False,USD,end
Развитый,22.36,60,100000,True,USD,monthly
Упорно,11.71,24,50000,False,USD,end
Выражаться,19.24,12,500000,False,USD,end
Второй,22.09,6,50000,True,EUR,end
Пропасть,8.8,60,10000,False,USD,monthly
Порог,8.96,12,100000,False,USD,monthly
Появление,14.4,12,500000,False,USD,end
Наслаждение,7.44,24,500000,False,RUB,monthly
Тысяча,11.95,6,100000,False,USD,end
Тюрьма,15.45,36,500000,True,USD,end
Возможно,6.45,36,100000,False,RUB,end
Увеличиваться,20.0,12,500000,True,RUB,monthly
Оставить,15.92,6,50000,False,USD,end
Прежде,12.74,60,100000,False,EUR,monthly
Поговорить,22.52,36,500000,True,USD,end
Интеллектуальный,17.25,36,100000,True,RUB,monthly
Каюта,11.76,6,10000,True,USD,monthly
Приятель,13.29,36,50000,False,EUR,end
Пища,16.19,12,500000,False,EUR,monthly
Изучить,10.0,12,500000,True,USD,monthly
Дальний,5.42,12,10000,False,USD,end
Одиннадцать,9.13,12,500000,False,RUB,monthly
Угодный,14.41,6,50000,False,EUR,end
Солнце,17.91,6,100000,False,EUR,monthly
Упор,22.61,36,10000,False,EUR,end
Затянуться,15.97,24,50000,False,USD,monthly
Отражение,21.77,6,100000,True,EUR,monthly
Да,12.39,6,100000,True,EUR,monthly
Бетонный,24.7,36,50000,True,EUR,end
Трубка,15.5,36,500000,False,EUR,monthly
Жить,8.92,12,50000,True,USD,end
Чем,6.49,6,500000,False,RUB,end
Советовать,9.96,60,500000,False,RUB,monthly
Валюта,22.62,12,500000,True,EUR,monthly
Терапия,8.57,36,50000,False,EUR,monthly
Каюта,11.05,24,500000,True,EUR,end
Вздрогнуть,12.89,6,100000,False,USD,end
Интернет,10.66,60,100000,True,EUR,end
Возможно,15.53,12,10000,False,EUR,monthly
Неожиданный,14.34,6,500000,False,EUR,monthly
Порядок,15.89,12,500000,False,USD,monthly
Место,17.71,24,50000,True,USD,monthly
Изучить,15.72,12,50000,False,USD,monthly
Нож,7.92,36,50000,False,EUR,monthly
Уронить,23.2,36,100000,True,EUR,monthly
Предоставить,15.43,36,500000,True,RUB,end
Правый,6.65,24,50000,True,RUB,monthly
Отъезд,19.59,12,10000,True,RUB,monthly
Волк,5.22,24,500000,False,EUR,monthly
Слать,13.83,6,100000,False,EUR,end
Жестокий,8.65,6,10000,False,RUB,end
Равнодушный,9.85,6,50000,False,EUR,end
Виднеться,20.6,12,10000,True,RUB,monthly
Монета,13.91,60,10000,True,EUR,end
Секунда,12.65,36,100000,True,RUB,monthly
Четыре,19.36,36,500000,True,EUR,monthly
Господь,18.67,6,50000,False,USD,monthly
Даль,11.17,6,100000,False,RUB,monthly
Табак,17.88,12,100000,False,USD,monthly
Некоторый,14.04,36,100000,True,RUB,end
Бетонный,18.14,36,10000,True,USD,end
Князь,23.79,24,50000,False,EUR,end
Очко,17.7,60,10000,False,RUB,end
Очередной,19.79,24,10000,False,USD,monthly
Падаль,22.28,36,10000,True,EUR,end
Заведение,14.78,36,100000,True,USD,end
Покинуть,11.26,12,500000,True,EUR,end
Подземный,20.81,60,500000,False,RUB,end
Ход,21.48,24,100000,False,EUR,monthly
Означать,5.02,24,100000,True,RUB,monthly
Выгнать,19.89,12,100000,False,EUR,end
Ныне,11.46,12,500000,False,RUB,end
Висеть,9.98,24,10000,False,RUB,monthly
Витрина,10.91,36,500000,True,RUB,end
Падать,16.13,24,100000,False,USD,end
Находить,14.11,36,10000,True,EUR,monthly
Четыре,15.94,60,500000,True,USD,end
Легко,8.32,36,100000,False,USD,monthly
Близко,21.61,6,50000,False,USD,monthly
Выразить,16.72,12,100000,True,EUR,end
Заработать,22.75,60,500000,False,EUR,end
Командир,14.55,12,100000,True,RUB,end
Единый,9.97,24,50000,False,EUR,end
Следовательно,15.23,36,100000,False,USD,end
Привлекать,24.28,36,500000,True,USD,end
Солнце,18.0,36,100000,True,USD,end
Жестокий,17.77,36,500000,True,EUR,monthly
Кидать,20.72,12,50000,True,RUB,monthly
Висеть,7.13,6,50000,True,RUB,end
Спалить,18.6,6,500000,False,RUB,monthly
Левый,9.36,24,100000,True,RUB,monthly
Настать,23.54,24,100000,True,EUR,monthly
Постоянный,21.76,6,100000,True,EUR,monthly
Материя,21.37,6,500000,True,EUR,end
Сверкать,15.97,6,100000,False,USD,end
Четыре,19.85,60,10000,False,USD,monthly
Славный,11.13,6,10000,False,EUR,end
Научить,16.39,60,50000,False,EUR,end
Палец,16.76,60,500000,False,USD,monthly
Присесть,19.76,60,10000,True,RUB,end
Человечек,22.05,6,100000,True,USD,end
Карман,22.39,12,50000,False,USD,monthly
Потянуться,18.07,12,50000,False,USD,end
Рота,16.32,60,10000,False,USD,end
Затянуться,20.58,6,500000,True,RUB,end
Следовательно,15.94,12,100000,True,EUR,end
Забирать,16.36,6,10000,False,USD,end
За,6.3,24,10000,False,RUB,monthly
Поставить,17.1,36,100000,True,USD,monthly
Рот,23.71,12,50000,True,RUB,monthly
Заявление,11.74,12,50000,False,USD,monthly
Цель,13.28,12,100000,False,RUB,end
Исполнять,5.32,6,50000,False,RUB,monthly
Актриса,15.63,6,100000,True,EUR,monthly
